"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2012 General Election","SULLIVAN","President of the United States","StateWide","Libertarian","JOHNSON, GARY","30","0","0","","","","","","","","",""
"2012 General Election","SUSQUEHANNA","President of the United States","StateWide","Republican","ROMNEY, MITT","10,800","0","0","","","","","","","","",""
"2012 General Election","SUSQUEHANNA","President of the United States","StateWide","Democratic","OBAMA, BARACK","6,935","0","0","","","","","","","","",""
"2012 General Election","SUSQUEHANNA","President of the United States","StateWide","Green","STEIN, JILL","107","0","0","","","","","","","","",""
"2012 General Election","SUSQUEHANNA","President of the United States","StateWide","Libertarian","JOHNSON, GARY","202","0","0","","","","","","","","",""
"2012 General Election","TIOGA","President of the United States","StateWide","Republican","ROMNEY, MITT","11,342","0","0","","","","","","","","",""
"2012 General Election","TIOGA","President of the United States","StateWide","Democratic","OBAMA, BARACK","5,357","0","0","","","","","","","","",""
"2012 General Election","TIOGA","President of the United States","StateWide","Green","STEIN, JILL","110","0","0","","","","","","","","",""
"2012 General Election","TIOGA","President of the United States","StateWide","Libertarian","JOHNSON, GARY","195","0","0","","","","","","","","",""
"2012 General Election","UNION","President of the United States","StateWide","Republican","ROMNEY, MITT","9,896","0","0","","","","","","","","",""
"2012 General Election","UNION","President of the United States","StateWide","Democratic","OBAMA, BARACK","6,109","0","0","","","","","","","","",""
"2012 General Election","UNION","President of the United States","StateWide","Green","STEIN, JILL","79","0","0","","","","","","","","",""
"2012 General Election","UNION","President of the United States","StateWide","Libertarian","JOHNSON, GARY","184","0","0","","","","","","","","",""
"2012 General Election","VENANGO","President of the United States","StateWide","Republican","ROMNEY, MITT","13,815","0","0","","","","","","","","",""
"2012 General Election","VENANGO","President of the United States","StateWide","Democratic","OBAMA, BARACK","7,945","0","0","","","","","","","","",""
"2012 General Election","VENANGO","President of the United States","StateWide","Green","STEIN, JILL","108","0","0","","","","","","","","",""
"2012 General Election","VENANGO","President of the United States","StateWide","Libertarian","JOHNSON, GARY","299","0","0","","","","","","","","",""
"2012 General Election","WARREN","President of the United States","StateWide","Republican","ROMNEY, MITT","10,010","0","0","","","","","","","","",""
"2012 General Election","WARREN","President of the United States","StateWide","Democratic","OBAMA, BARACK","6,995","0","0","","","","","","","","",""
"2012 General Election","WARREN","President of the United States","StateWide","Green","STEIN, JILL","89","0","0","","","","","","","","",""
"2012 General Election","WARREN","President of the United States","StateWide","Libertarian","JOHNSON, GARY","205","0","0","","","","","","","","",""
"2012 General Election","WASHINGTON","President of the United States","StateWide","Republican","ROMNEY, MITT","53,230","0","0","","","","","","","","",""
"2012 General Election","WASHINGTON","President of the United States","StateWide","Democratic","OBAMA, BARACK","40,345","0","0","","","","","","","","",""
"2012 General Election","WASHINGTON","President of the United States","StateWide","Green","STEIN, JILL","321","0","0","","","","","","","","",""
"2012 General Election","WASHINGTON","President of the United States","StateWide","Libertarian","JOHNSON, GARY","854","0","0","","","","","","","","",""
"2012 General Election","WAYNE","President of the United States","StateWide","Republican","ROMNEY, MITT","12,896","0","0","","","","","","","","",""
"2012 General Election","WAYNE","President of the United States","StateWide","Democratic","OBAMA, BARACK","8,396","0","0","","","","","","","","",""
"2012 General Election","WAYNE","President of the United States","StateWide","Green","STEIN, JILL","120","0","0","","","","","","","","",""
"2012 General Election","WAYNE","President of the United States","StateWide","Libertarian","JOHNSON, GARY","195","0","0","","","","","","","","",""
"2012 General Election","WESTMORELAND","President of the United States","StateWide","Republican","ROMNEY, MITT","103,932","0","0","","","","","","","","",""
"2012 General Election","WESTMORELAND","President of the United States","StateWide","Democratic","OBAMA, BARACK","63,722","0","0","","","","","","","","",""
"2012 General Election","WESTMORELAND","President of the United States","StateWide","Green","STEIN, JILL","492","0","0","","","","","","","","",""
"2012 General Election","WESTMORELAND","President of the United States","StateWide","Libertarian","JOHNSON, GARY","1,426","0","0","","","","","","","","",""
"2012 General Election","WYOMING","President of the United States","StateWide","Republican","ROMNEY, MITT","6,587","0","0","","","","","","","","",""
"2012 General Election","WYOMING","President of the United States","StateWide","Democratic","OBAMA, BARACK","5,061","0","0","","","","","","","","",""
"2012 General Election","WYOMING","President of the United States","StateWide","Green","STEIN, JILL","72","0","0","","","","","","","","",""
"2012 General Election","WYOMING","President of the United States","StateWide","Libertarian","JOHNSON, GARY","152","0","0","","","","","","","","",""
"2012 General Election","YORK","President of the United States","StateWide","Republican","ROMNEY, MITT","113,304","0","0","","","","","","","","",""
"2012 General Election","YORK","President of the United States","StateWide","Democratic","OBAMA, BARACK","73,191","0","0","","","","","","","","",""
"2012 General Election","YORK","President of the United States","StateWide","Green","STEIN, JILL","749","0","0","","","","","","","","",""
"2012 General Election","YORK","President of the United States","StateWide","Libertarian","JOHNSON, GARY","1,985","0","0","","","","","","","","",""
